dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10
48,62,78,97,24,63,76,48,92,44
57,33,51,40,62,29,57,45,81,87
99,10,53,56,51,79,30,57,14,12
7,29,29,70,4,60,38,93,99,58
73,53,41,54,19,26,84,70,82,19
62,26,79,41,41,75,13,53,62,51
57,51,79,34,83,21,59,29,29,88
63,33,53,1,20,18,53,57,81,94
67,39,80,46,92,70,45,84,98,65
61,25,29,15,21,65,75,79,42,64
26,32,87,27,94,66,59,50,99,85
65,93,83,36,65,73,100,19,28,55
72,23,55,35,66,5,40,6,31,86
7,43,24,97,40,27,61,12,21,3
90,61,48,65,73,12,81,81,46,40
30,57,70,87,59,70,18,27,62,0
38,66,52,19,99,81,13,27,65,96
43,68,52,86,2,1,27,65,61,64
18,98,54,58,69,96,14,55,91,2
54,32,51,88,9,36,22,40,44,45
49,12,99,99,17,80,99,60,96,40
4,82,85,91,59,95,2,40,81,92
33,1,11,67,1,44,46,25,58,71
23,67,97,60,80,20,43,23,56,67
99,40,4,86,38,84,60,35,4,82
49,6,94,64,5,87,31,10,46,33
82,93,35,59,14,96,13,52,26,38
44,13,93,35,91,19,40,77,1,72
37,90,72,28,49,18,66,69,73,38
18,48,72,72,9,25,47,52,35,6
12,67,33,71,29,55,56,56,69,2
19,26,100,90,61,95,53,60,23,17
1,44,80,14,92,49,36,6,61,75
22,93,35,55,14,77,84,43,61,100
17,15,82,29,69,20,4,64,12,71
6,22,9,89,41,9,92,22,8,64
4,41,22,11,42,52,0,75,54,24
22,88,9,97,10,51,1,80,16,82
29,66,66,15,1,52,88,24,11,83
5,33,28,30,56,79,94,54,38,99
96,2,61,30,14,79,90,29,19,26
68,44,25,36,46,86,38,66,53,73
75,11,95,10,77,30,55,37,95,53
96,91,87,89,97,87,44,66,20,22
72,85,11,40,25,48,57,5,35,60
72,67,52,51,81,48,67,2,35,89
87,77,3,73,36,82,56,3,43,71
70,36,7,27,92,47,40,36,67,29
100,41,79,58,87,87,65,25,50,0
85,20,44,67,55,21,54,49,32,43
65,8,85,39,25,43,54,37,65,10
20,5,99,48,23,10,96,10,83,7
0,23,43,99,83,14,93,2,80,100
19,77,51,31,33,19,9,12,42,14
24,55,37,96,0,48,23,69,71,99
6,29,65,16,5,97,21,95,40,59
13,47,5,84,52,17,81,8,19,71
80,37,67,1,16,76,51,26,79,63
39,12,46,68,48,49,51,28,11,18
69,25,33,49,33,6,98,88,20,51
59,91,21,67,51,79,42,90,74,80
34,81,94,17,21,57,63,58,13,70
28,22,13,38,54,81,25,66,45,50
84,6,14,60,42,52,76,5,85,69
23,97,21,5,47,95,98,48,19,33
94,70,5,8,16,89,0,23,100,86
7,15,23,51,27,61,15,20,40,32
2,94,83,94,28,42,98,43,57,68
98,61,66,99,31,96,38,47,13,72
57,87,16,87,34,29,17,20,36,47
76,96,3,75,74,16,13,32,46,72
34,32,16,22,57,79,29,63,1,70
16,66,92,73,64,88,15,78,91,25
63,40,58,92,46,100,72,14,68,53
88,54,93,21,24,25,21,10,86,84
99,14,33,73,95,64,66,6,53,90
17,11,75,27,1,59,95,6,30,12
38,16,80,36,26,12,33,39,81,27
78,30,28,55,15,71,4,43,5,21
49,35,26,15,66,46,97,65,21,92
35,97,4,97,66,12,88,95,49,62
27,52,73,84,30,0,25,1,84,4
85,53,4,90,22,24,7,46,35,32
45,44,87,30,8,24,22,24,76,37
42,40,37,97,14,87,41,14,98,79
79,45,4,44,44,87,25,45,95,12
85,83,75,53,98,46,86,100,100,82
58,54,87,42,32,39,59,65,84,33
21,37,52,13,65,100,78,29,5,40
95,63,72,93,6,18,18,75,61,88
78,35,18,42,24,7,6,18,61,22
55,1,29,100,99,71,19,56,2,68
44,55,75,16,46,54,4,93,2,54
75,19,51,31,64,38,83,76,30,72
58,2,27,23,69,36,39,90,86,7
46,44,51,25,25,7,56,15,95,92
47,28,19,72,64,74,100,12,95,56
68,62,28,61,50,48,17,47,32,80
95,44,76,85,26,21,29,39,11,15
13,90,71,55,68,71,37,31,76,51
38,79,22,3,40,24,86,61,36,40
41,58,33,52,70,88,87,76,60,35
44,4,15,40,5,65,68,60,53,86
12,49,38,28,26,13,29,63,14,12
35,41,9,9,35,28,60,98,71,32
73,99,38,84,25,58,73,0,80,8
75,22,72,29,57,12,25,33,32,8
19,44,44,95,97,11,49,30,33,98
53,82,35,82,34,73,13,34,66,41
71,69,80,96,5,4,62,30,64,53
79,86,97,6,14,17,47,28,83,55
77,48,85,38,98,29,35,75,5,46
70,11,20,62,48,81,34,12,82,77
11,67,57,85,6,72,57,64,62,9
2,15,58,78,71,70,66,27,91,45
47,85,87,51,12,46,2,81,46,10
89,99,28,65,11,76,84,38,72,99
24,31,80,33,27,21,45,94,15,15
34,89,1,0,97,4,6,70,48,76
3,79,59,13,59,98,84,71,17,57
45,59,5,82,19,71,63,40,70,80
14,25,58,75,9,37,84,82,85,68
35,2,52,62,70,74,87,70,37,7
68,4,28,40,40,79,91,74,4,61
73,87,35,67,72,77,31,61,25,17
36,14,81,97,85,85,41,16,10,82
52,36,99,94,33,12,47,16,44,85
35,49,13,84,3,93,80,79,71,75
78,22,65,50,17,48,47,23,15,62
87,99,64,60,61,65,11,10,74,94
98,93,7,23,27,0,16,50,52,58
0,92,3,13,42,32,65,36,79,20
74,72,38,42,71,34,23,5,15,36
99,17,78,11,88,22,0,62,28,40
59,61,62,98,24,97,97,71,87,89
4,27,39,97,3,9,83,48,31,66
97,66,91,4,87,57,80,73,56,100
29,97,63,83,41,78,56,3,51,54
94,80,40,80,81,60,65,71,44,3
40,4,2,4,66,52,19,28,40,64
52,93,93,24,56,67,8,54,53,1
27,65,13,44,78,63,13,49,46,76
15,21,96,43,57,57,64,23,19,31
60,64,6,83,43,25,45,64,90,63
63,82,36,43,19,15,19,44,100,17
45,17,20,88,54,10,72,31,46,85
97,4,100,23,80,65,58,89,79,75
93,73,97,46,13,72,80,0,39,85
3,75,57,57,52,26,31,91,70,72
9,49,84,35,49,74,2,36,23,11
42,48,98,68,12,23,31,0,22,23
47,0,74,60,13,59,57,30,40,80
73,70,3,76,3,83,62,68,69,40
88,38,64,14,65,66,93,25,67,46
31,42,57,70,19,83,17,98,74,0
78,60,11,67,23,16,20,63,32,17
93,77,74,67,7,85,65,63,79,11
5,47,70,73,54,24,90,49,1,39
68,77,25,11,8,99,96,48,93,75
11,46,46,78,11,32,3,62,70,43
53,29,52,98,27,20,26,0,36,15
61,96,42,29,89,41,17,63,12,25
91,46,71,75,92,54,15,71,37,19
79,58,30,39,77,43,6,62,89,12
17,9,23,85,36,51,18,76,88,49
63,12,45,11,14,45,30,57,31,72
31,52,39,63,58,38,39,55,72,91
70,38,91,39,16,50,10,67,70,67
64,44,79,50,28,40,71,38,83,45
11,31,50,41,26,8,26,77,69,79
14,27,14,44,80,83,34,92,42,53
9,61,12,33,9,23,52,20,47,78
70,18,42,41,8,89,85,99,38,54
63,46,89,52,12,55,85,53,35,85
45,83,74,46,2,69,51,0,72,1
40,68,61,94,37,28,98,32,81,94
100,73,26,94,35,3,98,52,93,32
27,26,19,92,67,45,85,28,97,48
28,84,80,100,3,63,61,45,39,60
49,36,19,22,74,54,83,15,99,7
19,73,4,73,8,13,52,98,41,90
86,37,58,55,22,50,83,14,5,83
38,64,46,53,94,52,14,58,29,97
86,50,7,97,11,99,71,68,5,19
36,43,25,59,7,13,16,83,50,86
13,9,23,27,77,27,20,13,80,45
86,78,45,34,80,25,7,16,86,76
22,5,7,72,97,88,11,95,63,2
64,12,77,72,83,55,87,20,61,78
74,86,48,76,29,41,57,85,75,32
23,9,1,83,26,60,81,71,75,56
93,72,52,75,48,71,59,5,46,89
40,27,91,46,75,92,16,84,39,94
10,81,50,57,78,41,3,43,59,37
90,64,23,96,12,52,69,30,65,43
89,20,98,76,18,47,80,13,37,98
51,24,71,52,56,77,95,63,21,50
61,84,46,31,84,86,15,49,95,64
49,23,42,37,7,99,86,75,55,43
80,88,32,3,76,99,39,58,74,81
0,83,23,42,91,79,36,98,1,67
97,76,25,92,100,44,3,72,66,93
71,33,41,48,3,12,47,42,18,61
77,88,61,34,51,43,51,90,100,1
59,66,55,23,60,14,69,53,55,12
49,8,20,48,41,82,29,70,33,53
53,93,47,30,80,57,23,28,31,76
95,19,6,26,77,81,6,59,14,97
65,90,72,18,36,81,62,69,48,26
14,22,9,14,57,86,18,41,100,39
3,32,17,41,18,28,73,39,13,40
42,74,86,8,10,95,8,93,31,45
47,44,40,8,77,9,87,0,37,82
22,63,39,30,72,30,26,44,38,36
67,12,73,98,82,69,76,86,11,47
35,65,46,91,53,36,26,6,75,45
47,92,72,32,40,46,49,100,67,68
73,76,100,50,85,53,24,32,82,18
7,31,94,59,100,81,22,97,11,27
72,32,13,68,54,49,71,99,85,66
60,84,9,87,20,64,43,72,43,23
59,77,9,77,57,66,45,21,75,89
90,77,2,48,23,50,65,95,50,86
56,90,92,77,42,50,88,42,78,73
34,77,56,52,67,36,32,27,4,27
40,48,78,100,39,28,61,72,90,77
3,77,52,31,73,65,74,19,19,94
92,62,9,63,49,50,2,89,79,83
19,81,9,79,9,48,8,42,40,35
61,72,23,85,95,41,81,97,97,69
33,7,85,73,54,71,50,32,37,67
11,27,70,58,43,94,71,28,33,54
8,44,13,97,28,31,50,42,95,43
23,26,35,53,1,95,97,9,15,14
10,99,66,59,77,46,1,22,79,39
36,84,63,27,43,50,47,92,21,89
21,80,80,98,45,71,36,88,47,13
4,69,47,34,4,89,24,12,73,33
83,78,23,19,90,76,72,4,16,22
26,3,72,10,24,70,11,51,5,18
37,75,67,76,27,20,39,14,45,13
18,96,86,96,66,19,83,9,51,35
41,19,37,69,95,9,51,76,43,57
34,59,89,66,98,65,56,40,20,92
46,93,93,22,56,65,96,81,78,48
45,60,54,74,5,57,47,100,78,40
79,27,23,64,45,14,93,34,58,41
52,72,74,67,28,48,34,1,96,53
63,86,51,92,32,47,79,91,65,51
86,49,62,60,86,54,98,71,23,78
74,49,100,88,42,89,42,35,84,4
63,94,64,34,88,13,57,41,82,99
50,21,89,3,47,56,1,4,21,23
95,37,41,88,100,7,50,36,19,58
60,46,64,88,70,52,68,30,95,94
29,12,3,27,19,25,19,60,69,50
30,97,29,21,99,95,38,7,97,2
73,83,67,32,54,99,17,35,85,22
94,74,24,44,68,64,77,65,65,44
6,23,80,3,44,37,26,2,30,41
54,82,46,16,95,82,52,57,77,52
60,57,94,22,53,0,44,28,91,76
71,49,31,66,98,49,90,5,42,57
64,62,30,75,4,54,41,43,0,29
82,87,51,92,22,93,65,99,89,59
28,86,29,55,38,12,28,13,87,74
10,27,0,61,72,12,70,5,100,8
89,89,44,35,52,77,1,26,52,88
5,82,77,98,11,61,64,35,65,5
62,92,97,43,6,38,7,50,51,51
56,44,42,87,97,25,39,59,37,0
87,72,1,7,67,66,17,87,29,67
72,86,72,43,18,77,22,85,15,78
51,0,52,47,58,78,68,23,21,12
100,21,23,68,31,37,90,84,72,50
43,25,0,34,28,65,61,78,25,35
32,30,73,16,93,80,19,81,12,71
71,89,22,5,97,54,62,62,10,52
71,84,69,61,38,31,81,17,41,41
48,4,22,60,57,34,79,85,41,68
11,43,76,9,2,16,72,14,28,82
23,77,65,36,47,42,67,91,88,32
67,85,6,43,24,91,7,45,74,54
94,30,76,20,50,93,28,12,57,1
32,55,76,70,88,5,27,85,80,65
6,86,79,97,84,38,45,58,62,7
55,9,86,94,38,54,8,57,22,66
61,3,100,75,47,27,17,25,70,20
78,93,72,71,1,43,28,41,19,48
46,63,99,47,36,92,45,30,96,0
3,97,94,84,61,26,23,89,88,80
27,29,79,75,15,29,99,98,68,43
7,11,67,92,58,4,89,29,67,82
0,20,73,23,76,99,67,0,43,72
26,20,73,86,65,75,39,28,91,83
62,64,61,31,49,94,97,99,4,4
50,50,5,35,15,74,58,100,59,52
75,59,34,69,63,6,99,88,24,89
24,44,75,14,49,43,20,85,13,55
61,60,10,69,49,88,48,81,100,22
35,75,81,55,78,59,2,1,7,48
26,26,89,68,29,9,93,37,8,85
76,73,77,61,94,18,91,81,39,59
32,19,98,98,52,36,97,53,44,77
23,56,36,14,68,20,34,92,88,3
54,31,66,77,40,77,72,100,65,28
79,94,12,26,56,55,5,22,96,19
48,5,91,77,98,58,55,10,96,21
42,20,28,38,81,48,73,7,73,51
20,24,59,41,80,95,96,74,29,62
89,84,84,80,66,16,68,57,65,72
84,71,24,67,17,85,68,9,54,17
25,57,35,7,89,91,66,26,17,57
82,95,14,64,100,96,82,30,13,86
46,32,72,2,32,8,57,13,100,68
62,60,53,22,99,12,68,20,48,100
36,33,89,91,19,56,49,4,58,96
97,39,88,18,9,33,23,18,21,73
3,96,34,52,18,96,78,58,34,98
32,47,98,68,44,66,52,98,79,68
28,93,21,5,94,45,60,55,72,6
59,68,51,20,35,37,7,66,4,93
30,58,68,22,53,50,4,18,85,94
62,88,29,55,17,18,84,95,55,1
98,87,57,10,12,17,60,4,25,84
16,6,81,20,49,91,59,93,32,85
61,69,84,61,61,28,63,89,91,73
79,11,57,96,77,4,37,48,41,4
8,79,63,29,83,62,70,48,85,34
26,17,82,63,70,27,54,91,89,68
19,61,48,42,11,72,61,79,65,80
83,26,79,71,80,55,3,80,46,59
84,38,79,19,49,66,39,17,46,1
86,65,57,12,52,3,24,23,76,9
40,19,93,41,94,96,9,33,42,68
94,62,56,98,26,14,38,20,51,26
42,92,55,55,47,40,86,99,86,92
100,28,94,66,57,18,69,0,35,36
70,68,11,67,3,56,47,64,53,19
5,75,94,52,64,66,7,44,9,29
25,22,6,79,21,8,57,41,81,19
18,51,73,89,58,39,12,17,94,40
90,30,98,91,83,76,70,74,56,85
63,100,65,90,30,89,48,7,36,82
7,53,39,92,100,55,51,24,37,46
96,56,57,81,64,84,86,45,80,4
83,39,28,59,3,50,43,35,7,79
66,34,36,26,40,54,21,35,89,2
75,55,73,52,54,21,28,76,96,7
7,30,37,54,93,32,24,42,3,60
41,85,44,33,81,14,47,7,99,94
13,36,26,7,90,16,50,44,56,67
18,100,29,11,29,98,26,91,41,67
49,31,79,66,35,93,19,30,16,79
86,52,34,4,97,38,16,72,13,25
82,5,88,23,37,48,10,39,94,95
98,91,25,36,3,53,72,71,23,78
72,15,98,98,70,74,91,37,91,45
92,23,45,55,10,1,6,27,58,56
75,97,86,18,79,0,79,75,0,51
9,67,1,41,3,97,92,6,29,92
80,92,1,16,1,73,63,50,80,12
0,92,70,64,46,83,21,1,82,3
70,28,55,93,13,68,41,86,38,24
17,75,50,79,78,17,98,53,53,1
53,9,64,42,14,8,0,99,20,59
43,25,66,82,82,27,19,15,53,36
62,9,51,26,90,37,84,27,14,99
59,96,47,56,74,23,55,60,44,5
47,20,57,52,49,99,94,67,49,75
33,55,66,96,68,27,74,35,27,8
88,32,75,66,15,50,94,97,63,55
93,49,77,13,74,43,43,61,4,83
94,87,85,50,97,68,8,12,94,86
18,45,14,79,5,37,28,97,74,94
52,75,64,40,60,26,46,55,55,91
52,45,38,91,77,52,68,81,99,36
76,56,23,24,27,40,68,62,19,43
51,68,84,19,24,51,15,52,99,53
0,53,6,63,93,57,10,81,53,98
33,51,65,83,81,8,10,1,38,1
26,17,6,10,3,18,1,29,25,92
91,40,82,75,26,8,65,9,59,85
39,93,27,29,10,75,46,0,28,43
96,4,88,52,18,2,37,25,51,45
68,72,79,71,74,36,48,36,75,43
51,82,78,37,15,60,8,0,91,54
88,69,77,76,88,80,48,57,26,30
40,12,68,99,58,26,56,100,19,67
56,70,6,21,28,87,43,51,53,95
34,40,6,89,5,66,24,87,7,55
43,58,45,68,74,82,27,30,36,94
28,99,86,53,84,15,7,86,68,50
2,59,86,61,4,65,2,87,61,82
92,6,31,6,37,24,56,34,86,46
52,23,38,10,99,75,76,85,15,69
40,50,37,93,77,28,92,50,90,99
60,83,75,63,96,82,39,30,62,50
77,55,9,84,41,0,59,35,28,12
82,67,72,44,53,90,56,39,63,8
86,64,14,83,90,69,18,79,0,26
6,11,41,1,65,87,97,6,26,81
100,16,33,33,91,0,38,13,27,57
62,58,43,4,48,7,3,49,53,82
61,8,46,88,36,34,76,33,27,80
35,47,22,29,17,11,31,29,18,94
99,26,42,94,66,32,9,99,67,35
89,36,17,66,44,8,68,41,69,1
32,10,70,15,29,26,44,14,21,87
58,26,37,30,95,66,10,30,63,49
10,5,99,50,52,15,73,45,46,79
99,43,17,90,67,95,5,53,99,79
85,1,15,90,97,96,38,83,11,95
30,49,42,83,4,63,21,96,78,46
24,90,18,72,73,10,17,86,60,94
68,72,91,26,58,34,91,95,99,60
39,44,11,18,53,6,68,44,68,61
13,62,77,34,1,22,98,6,65,47
60,32,95,21,75,13,76,98,74,18
11,68,6,91,80,47,21,72,80,93
67,48,34,39,89,70,57,30,5,66
63,59,30,54,46,95,93,59,70,51
63,69,56,76,79,41,86,32,70,11
60,95,82,72,35,25,14,84,4,70
31,7,15,26,66,27,8,30,25,17
4,5,89,61,4,76,7,51,4,53
39,100,81,40,36,91,45,8,40,34
45,13,63,91,73,54,86,30,42,48
99,69,35,79,41,12,21,24,36,86
81,74,80,25,93,56,57,7,4,20
26,77,77,57,7,62,83,16,39,68
45,27,26,37,67,91,42,94,4,63
34,60,97,8,26,15,32,67,11,61
8,74,69,42,61,19,44,82,52,49
88,17,31,79,96,89,62,94,26,70
44,92,23,6,78,33,32,35,52,66
79,92,8,30,52,47,48,78,68,35
55,83,26,64,80,69,66,63,65,66
58,51,5,95,34,37,57,71,33,39
12,85,14,96,2,69,77,95,58,95
34,27,49,95,43,56,29,28,28,92
4,18,82,7,17,66,73,72,63,80
28,76,80,32,26,41,75,39,42,27
60,81,86,20,81,22,40,30,90,15
13,86,76,78,74,61,74,90,46,17
91,39,100,41,88,15,43,47,57,9
85,73,75,50,29,87,88,36,34,27
1,14,75,62,48,74,53,29,61,21
90,50,22,47,24,34,11,34,22,64
39,98,42,42,30,56,36,2,88,48
24,89,45,90,79,23,35,87,93,2
99,71,48,55,47,34,9,36,16,68
6,17,89,78,37,76,45,17,47,0
15,13,91,78,43,54,56,2,37,65
78,40,51,77,35,18,66,12,59,63
30,87,26,62,95,76,71,11,39,28
67,67,63,14,59,60,56,59,98,68
90,56,7,81,11,83,3,56,17,7
93,50,3,51,93,28,59,68,74,84
84,64,31,60,64,57,45,91,27,24
52,65,43,86,1,63,1,76,42,26
95,95,88,97,93,14,35,82,64,25
15,64,93,52,21,49,7,45,5,63
16,52,5,78,83,11,26,53,57,98
42,52,98,93,55,86,44,39,4,30
68,78,69,18,30,28,46,86,43,49
82,67,46,73,98,4,52,30,21,47
54,54,83,63,39,59,65,49,56,12
100,69,43,15,6,94,1,16,92,4
70,10,73,51,42,3,51,52,55,52
84,47,31,50,20,19,82,28,62,36
84,6,26,14,9,27,96,32,35,47
38,63,63,90,91,90,79,12,6,44
54,88,92,74,81,53,67,45,60,52
38,6,59,79,30,64,61,46,31,88
76,48,1,88,67,62,2,47,28,74
45,60,99,48,45,40,21,99,37,71
44,11,75,38,15,30,73,82,9,9
5,41,5,98,67,46,92,61,92,19
5,70,70,5,12,75,1,74,56,84
100,71,48,36,65,18,45,71,23,78
100,91,45,53,82,77,86,100,45,39
50,98,50,72,13,45,58,50,67,97
91,50,27,52,70,76,28,4,74,29
23,65,18,45,31,95,59,46,43,46
87,14,41,38,18,84,62,3,25,49
43,84,51,77,82,28,40,0,71,47
38,95,18,84,93,21,2,7,96,48
49,100,85,12,49,43,63,78,26,61
33,29,18,34,42,6,18,61,10,48
47,29,18,98,19,90,74,13,86,55
87,27,84,43,66,0,96,11,49,70
100,40,22,43,68,6,39,21,75,88
40,19,22,47,4,74,37,8,15,22
29,88,89,85,4,94,28,60,71,38
50,84,36,14,30,8,42,48,51,92
21,85,18,97,47,48,81,83,19,34
69,71,36,34,36,24,55,45,41,70
42,33,5,48,41,78,52,95,76,57
63,94,83,83,35,74,79,35,51,52
3,13,64,76,61,93,65,99,65,33
26,37,65,25,78,37,94,60,80,5
95,55,74,44,49,86,35,21,84,49
77,70,4,49,57,60,78,19,46,19
56,19,37,88,65,42,57,54,74,100
68,47,80,46,52,5,35,10,24,97
74,90,2,81,41,87,34,75,17,55
71,74,81,1,86,89,82,82,58,92
13,15,44,3,97,97,70,45,24,72
9,20,65,82,82,80,71,80,73,81
0,67,38,42,2,54,38,35,34,42
76,65,71,88,59,33,81,54,69,86
89,14,78,29,86,1,5,12,47,49
76,52,9,76,43,33,43,57,63,22
52,24,47,44,49,21,40,13,66,80
38,14,0,48,54,19,30,37,77,68
67,99,16,20,44,49,56,14,1,5
81,3,60,30,51,94,17,11,81,71
46,81,73,97,42,99,59,23,90,6
86,71,45,13,54,46,11,90,90,9
32,24,88,88,9,78,93,1,14,81
41,34,24,27,85,50,20,28,95,66
67,47,94,41,52,24,70,40,13,24
65,55,97,47,4,86,24,91,30,48
8,35,54,83,1,60,37,88,83,65
18,82,50,97,22,11,43,20,1,62
83,12,74,6,49,49,29,87,58,55
36,67,71,91,10,76,54,60,70,0
25,25,65,23,32,90,79,95,69,58
77,59,92,39,15,82,6,50,34,78
78,26,37,74,52,18,51,12,35,77
18,63,57,56,17,14,69,22,52,53
2,42,96,72,83,31,73,81,9,8
64,59,75,94,33,17,86,25,41,79
11,18,9,63,73,76,82,94,91,9
16,92,69,46,67,11,84,69,96,69
69,2,44,15,84,11,7,99,10,97
63,81,9,1,94,53,39,54,83,73
87,63,87,34,12,7,59,82,30,61
23,54,85,62,39,57,2,20,33,94
76,56,39,53,16,79,55,70,58,75
63,16,84,68,73,98,57,89,7,25
69,41,5,35,71,57,65,32,37,99
68,28,34,12,3,54,93,43,33,78
5,80,83,26,54,26,16,59,35,29
25,48,41,3,26,21,80,19,58,48
13,43,55,56,16,16,57,10,68,21
33,12,59,15,74,74,67,21,42,18
95,59,91,39,86,3,14,55,52,84
68,27,89,78,75,58,92,46,53,5
18,77,92,34,69,32,97,23,82,67
78,72,37,13,8,46,34,24,99,33
30,18,73,64,67,56,4,49,10,90
55,47,97,18,74,82,68,8,34,42
8,96,28,98,98,56,29,100,40,71
36,54,34,42,88,92,0,94,78,60
66,44,13,62,36,7,43,41,86,78
78,24,4,62,33,90,17,99,30,10
58,53,79,54,2,59,80,37,28,90
38,32,35,78,20,66,94,20,20,8
82,88,51,23,69,75,47,21,17,9
72,81,75,51,47,88,62,46,85,51
10,69,65,52,7,51,93,13,69,100
97,35,3,31,22,96,41,61,45,36
79,83,47,74,18,4,47,21,75,6
18,14,76,59,50,10,11,57,89,13
26,14,95,87,10,11,74,5,72,9
17,93,92,58,3,96,48,99,62,31
59,9,35,38,16,79,27,4,68,17
71,84,23,97,34,72,2,88,63,31
15,4,2,5,77,11,42,38,63,83
81,29,53,37,3,76,14,47,22,19
81,37,97,34,87,53,18,14,100,0
93,72,3,91,96,43,14,56,29,66
89,1,85,74,82,29,92,91,77,16
66,78,31,90,8,66,13,87,34,60
81,15,86,19,27,2,63,97,33,80
11,86,33,27,16,11,52,100,3,80
47,73,61,84,90,32,80,40,48,3
43,28,16,69,9,58,98,45,50,11
23,37,78,19,83,80,62,6,61,99
28,52,63,56,72,46,40,14,3,17
71,3,11,60,19,21,95,26,80,55
0,49,9,14,38,99,12,14,67,28
71,88,10,85,24,43,100,29,97,78
35,45,41,86,84,49,40,35,59,89
64,22,17,14,72,39,52,55,44,24
44,80,83,76,69,65,12,40,41,7
19,25,10,96,85,70,46,12,56,14
60,88,69,92,64,70,63,38,10,10
24,61,4,87,1,49,73,52,62,62
69,3,20,62,12,28,86,28,90,13
85,26,39,12,83,99,68,42,58,26
7,88,2,83,17,39,30,36,70,99
75,59,81,89,68,60,57,4,58,25
5,73,40,62,36,44,85,14,39,69
76,43,81,73,4,63,59,31,76,8
87,68,67,51,64,69,68,75,98,58
11,88,25,2,41,84,5,28,40,15
51,92,60,73,30,59,87,27,18,88
67,9,55,47,26,27,33,99,52,3
9,21,9,18,69,73,95,93,86,71
70,75,30,20,28,36,44,20,0,88
85,61,50,22,55,7,21,36,19,18
9,25,9,51,43,29,36,33,19,15
51,88,83,6,2,82,53,22,53,28
39,32,13,43,27,77,54,49,55,80
22,15,69,62,94,12,38,93,44,85
55,23,62,4,62,35,71,93,36,6
17,72,68,43,37,24,43,61,98,82
70,100,39,14,33,27,4,5,17,61
76,94,79,73,66,66,93,8,26,5
91,97,15,58,82,92,13,45,49,100
5,65,26,5,80,39,75,58,35,52
35,29,90,33,67,41,51,47,61,100
91,91,31,25,35,13,2,1,8,10
30,6,56,87,48,19,59,15,36,76
32,90,59,12,42,41,10,45,77,58
48,76,34,91,30,80,53,77,41,62
3,94,28,0,59,6,84,74,48,72
90,11,33,57,16,20,43,29,1,40
8,75,84,35,66,27,36,58,55,6
94,50,60,71,26,45,65,60,47,52
38,51,71,55,5,44,90,75,98,51
41,28,21,33,87,24,70,28,63,86
40,86,98,71,35,92,54,84,84,75
25,9,67,51,0,68,53,35,4,34
55,72,30,33,50,26,63,85,29,79
87,62,1,95,41,68,83,44,54,47
77,83,82,55,50,40,77,18,97,43
70,65,77,46,55,8,0,47,89,35
64,60,54,82,3,65,65,14,28,61
37,55,39,11,99,91,42,52,55,57
45,5,97,71,18,60,76,16,80,58
28,50,95,90,58,91,31,32,100,58
87,89,59,7,65,7,41,91,89,48
20,78,67,50,15,92,55,92,2,33
100,55,55,72,24,63,80,51,41,56
18,50,54,96,65,42,99,83,34,25
87,87,100,17,16,74,37,93,40,29
61,80,46,6,74,68,36,55,86,80
84,95,24,17,7,28,9,0,82,39
22,51,52,73,36,81,37,63,18,78
46,12,14,20,59,96,45,6,52,32
84,61,69,79,74,34,87,36,62,10
37,40,75,47,46,6,81,78,36,52
77,52,80,20,96,39,51,68,73,15
80,88,72,95,12,76,57,86,65,74
91,30,79,13,34,20,38,54,70,49
56,12,14,70,55,91,82,62,37,43
73,45,42,63,80,5,60,69,27,78
96,25,2,85,84,83,43,57,31,20
28,3,74,22,57,1,72,31,87,70
62,57,34,3,79,15,97,12,71,71
19,57,9,82,96,35,80,91,60,93
27,47,86,1,76,47,20,2,5,40
29,25,83,1,56,22,97,96,25,73
46,42,32,60,81,3,12,85,10,6
98,13,2,38,30,73,43,38,81,78
39,7,98,57,43,30,8,86,36,21
61,79,83,71,82,96,20,26,77,44
83,10,52,83,67,60,100,90,54,55
53,39,69,75,70,6,30,46,74,36
49,83,59,30,23,32,60,84,65,33
68,44,78,79,83,97,16,30,55,80
83,87,51,60,61,18,96,49,39,95
54,29,72,73,46,15,70,27,83,67
73,23,89,88,55,1,70,77,67,38
56,66,0,73,98,65,0,77,11,16
11,37,98,64,37,7,31,53,57,15
81,74,10,77,95,88,23,75,7,35
92,75,65,94,71,62,6,7,92,47
91,71,95,28,36,11,60,83,39,97
28,17,47,21,91,8,46,73,44,57
85,36,2,39,69,5,8,95,67,81
77,6,76,17,71,49,56,92,99,79
24,46,10,19,56,25,18,44,22,20
79,46,53,23,37,99,14,31,98,47
98,26,98,66,89,78,61,28,63,96
27,91,39,92,9,6,15,90,72,49
6,28,77,19,15,53,74,41,85,55
14,10,36,85,70,80,84,90,88,75
12,0,81,73,69,36,27,42,73,88
87,95,36,88,93,99,66,24,94,9
98,55,26,78,36,29,64,38,13,81
94,20,37,61,37,33,75,72,22,31
31,66,26,75,9,11,55,36,75,58
1,91,77,82,47,22,46,54,50,61
54,70,75,32,16,47,45,33,93,93
59,38,73,69,66,18,44,64,33,6
67,54,53,11,99,45,67,94,97,52
67,82,98,28,85,83,23,3,12,5
38,74,41,85,62,98,21,15,3,91
14,20,88,16,58,46,0,23,62,92
14,87,35,47,38,48,16,43,89,46
10,57,60,96,89,92,12,16,99,70
35,88,3,28,58,44,100,53,67,54
