dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10,dimension_11,dimension_12,dimension_13,dimension_14,dimension_15,dimension_16,dimension_17,dimension_18,dimension_19,dimension_20
81,35,52,28,6,67,81,62,8,32,93,48,67,85,61,53,84,48,26,30
24,97,54,7,86,72,93,97,5,64,25,82,64,45,51,27,68,35,27,10
53,3,31,78,92,62,89,9,3,44,4,37,76,26,32,100,8,94,6,68
93,11,68,7,12,53,60,0,57,23,40,63,75,12,54,6,6,36,7,8
3,79,79,78,11,67,98,96,86,7,11,96,80,58,6,45,51,92,23,12
15,67,33,19,97,25,94,93,80,33,64,71,46,46,89,35,75,88,56,50
44,33,59,39,27,14,61,88,50,46,35,21,67,19,94,69,2,17,54,80
13,79,58,20,91,61,14,82,53,13,16,32,15,53,95,17,18,66,74,75
5,21,1,69,81,14,25,7,64,42,10,51,1,3,3,30,8,17,77,82
94,65,72,91,38,53,53,90,47,11,3,90,75,76,63,71,63,85,54,46
74,39,58,10,61,12,90,32,46,39,86,8,12,67,76,34,25,91,96,86
80,80,62,49,95,50,22,64,2,30,18,52,54,70,90,100,84,29,64,45
1,34,100,90,8,22,99,6,29,6,5,56,47,45,81,83,82,73,62,6
51,80,41,39,53,49,82,68,35,44,32,92,32,97,32,86,66,5,96,21
14,86,50,25,5,72,1,60,44,30,29,19,68,30,99,74,57,40,55,37
97,83,21,53,77,36,66,74,70,55,8,77,97,8,81,64,49,95,34,83
97,17,48,83,94,72,63,77,82,21,11,66,69,86,40,73,93,17,97,71
54,25,10,2,73,55,70,4,41,38,63,65,28,98,20,36,3,56,70,98
61,3,34,17,45,75,15,26,29,11,20,32,6,83,57,59,33,16,20,56
25,40,40,73,50,5,23,91,60,98,20,37,73,99,31,77,94,18,70,20
54,46,82,93,71,7,46,44,97,90,29,79,35,22,20,8,15,41,29,62
58,40,7,9,13,62,20,20,95,55,61,21,71,41,7,87,10,33,64,89
29,54,12,74,97,50,33,22,5,87,18,29,68,30,14,25,32,87,2,6
57,46,14,77,14,47,63,7,41,24,81,49,32,19,98,33,68,38,62,77
38,2,39,61,87,91,69,53,17,92,2,35,69,54,14,93,13,30,91,56
11,3,72,47,91,44,92,35,39,30,27,41,78,53,87,78,43,47,16,57
79,74,43,5,36,81,76,35,69,58,24,9,58,6,20,88,36,71,74,43
26,29,86,39,82,100,64,78,31,10,45,54,26,20,32,32,8,5,72,11
20,74,38,42,98,60,55,52,70,68,1,59,41,36,44,85,23,98,82,15
22,6,57,2,33,53,77,48,72,75,86,87,37,0,56,72,88,29,99,62
39,11,51,68,18,28,10,91,25,46,7,18,55,56,84,94,98,77,35,69
5,64,22,23,16,84,10,77,61,95,41,21,80,85,67,16,3,86,26,46
78,67,46,34,49,94,4,12,63,5,61,65,7,85,3,69,49,4,42,50
69,90,75,92,68,6,62,40,76,86,22,24,47,0,65,93,12,99,2,31
87,73,90,2,70,3,80,84,24,22,44,34,59,70,77,56,19,59,19,62
27,63,99,88,93,33,35,41,80,77,14,73,42,92,90,52,33,85,51,25
49,92,53,81,34,55,51,29,64,54,3,11,33,19,99,24,0,49,28,5
6,3,7,3,32,20,64,73,42,90,58,70,64,88,66,37,97,19,30,27
20,28,42,12,85,49,28,12,25,27,21,33,17,38,77,49,99,8,9,30
93,5,100,11,35,45,28,78,30,87,87,51,93,33,62,80,55,3,100,85
85,21,74,36,59,70,78,45,74,90,39,90,43,15,55,84,81,72,26,93
73,60,85,20,19,36,84,11,51,8,98,78,37,91,7,84,88,77,95,4
90,39,77,13,26,8,3,7,98,6,21,3,13,2,59,83,20,34,4,62
91,99,8,34,54,36,86,28,5,3,17,23,88,16,6,88,5,43,10,93
6,90,75,77,17,26,26,85,64,84,56,33,43,45,25,63,96,29,54,36
31,12,11,80,35,87,35,97,38,73,50,7,36,99,12,75,29,25,51,85
91,38,73,93,40,37,17,99,40,99,33,29,49,14,20,7,38,28,16,28
55,68,12,68,35,65,61,19,56,90,8,18,21,60,0,6,71,82,68,20
83,89,93,67,3,27,18,25,48,71,85,89,4,3,39,94,11,18,71,17
90,54,22,66,60,50,60,9,35,9,22,63,96,78,54,13,52,55,19,37
94,58,19,3,33,4,77,87,73,39,30,21,40,44,91,64,98,33,85,95
3,99,92,0,26,19,45,22,75,92,85,94,94,10,79,52,63,49,1,58
39,83,29,41,80,94,65,56,2,29,23,61,23,0,10,23,95,96,58,21
9,89,39,45,48,30,12,51,97,58,45,53,65,65,9,18,87,64,53,48
16,61,81,77,45,100,51,83,77,4,93,88,5,90,1,23,10,49,3,7
28,5,34,91,31,27,91,13,74,55,98,34,41,67,50,22,99,78,74,77
4,34,87,53,87,75,51,55,39,24,87,88,38,9,84,33,46,84,83,100
37,7,98,98,100,48,54,12,85,4,2,51,7,61,12,55,21,29,56,28
34,84,4,49,84,92,34,94,24,35,16,12,59,80,62,100,25,64,14,97
68,46,34,21,9,29,38,62,53,47,94,90,27,45,28,61,61,5,9,10
16,36,57,95,19,4,91,28,6,18,24,43,89,43,57,65,1,29,25,45
5,63,77,51,4,4,19,2,94,28,59,60,87,40,67,95,46,86,7,32
45,80,88,44,10,99,8,86,94,78,74,23,5,0,55,17,45,14,55,49
92,38,74,0,66,61,59,63,59,94,37,35,27,46,27,39,1,10,19,78
18,67,34,42,77,40,100,9,16,42,63,27,50,6,47,34,71,15,1,75
98,14,60,47,75,55,75,45,50,21,79,19,7,99,95,54,6,48,18,16
86,94,74,40,60,91,94,13,23,70,45,7,29,38,69,31,91,94,47,49
55,44,6,40,67,8,88,75,31,0,55,15,88,33,38,88,19,55,94,13
88,47,11,90,30,1,37,98,84,45,27,64,10,72,13,79,90,7,49,76
97,81,73,42,49,11,4,44,59,29,52,69,33,9,72,64,82,20,33,51
29,26,92,43,4,44,16,70,77,76,88,38,73,79,27,33,37,17,33,56
0,61,49,87,27,26,51,13,27,12,7,26,89,67,60,22,27,11,4,10
85,91,78,45,2,83,56,88,34,97,80,1,5,26,54,16,65,37,97,42
13,6,63,84,85,96,15,22,89,45,44,10,85,24,66,73,18,13,3,99
56,88,88,8,74,60,96,12,26,60,13,75,92,47,37,99,13,100,22,10
87,70,14,59,53,62,41,23,1,35,58,24,73,100,26,9,10,100,68,56
0,65,68,98,44,52,68,42,18,11,45,44,62,52,40,36,92,9,90,34
89,54,23,64,28,59,51,39,50,90,44,59,6,92,57,15,75,43,59,23
2,56,67,7,43,7,24,85,88,65,68,2,24,40,42,36,71,70,30,99
77,64,28,96,55,23,80,38,21,65,48,83,1,36,86,58,79,100,73,6
97,11,97,15,55,7,10,27,63,57,71,10,45,20,38,17,55,24,90,89
56,8,12,84,76,9,51,3,50,60,99,7,23,18,22,39,36,97,93,11
8,61,80,38,83,26,76,20,17,64,76,40,52,69,34,15,25,17,29,84
7,57,52,76,92,75,34,71,44,90,38,96,31,43,69,42,6,52,7,56
19,61,39,21,72,51,57,81,79,14,5,34,96,39,19,67,53,26,53,78
89,16,29,54,62,74,20,40,64,60,85,79,22,64,84,59,52,97,89,12
45,32,18,76,94,69,1,36,78,47,86,31,59,39,11,80,35,94,37,63
47,92,58,28,69,17,38,54,76,49,17,85,93,67,58,41,33,30,59,56
90,82,93,65,79,72,29,60,51,95,2,44,27,77,43,89,74,40,69,74
84,0,49,54,67,72,42,8,49,64,88,30,44,10,53,6,38,1,70,47
8,87,28,59,66,72,78,5,81,70,86,35,39,0,73,28,76,100,3,75
60,85,16,35,69,34,44,5,78,82,25,29,74,75,22,50,76,60,11,97
79,39,28,15,31,20,40,33,43,23,10,33,46,49,5,2,56,66,22,63
36,18,95,1,91,66,86,94,46,31,71,91,72,28,96,93,69,37,20,7
46,71,87,74,85,76,83,33,80,23,15,93,33,47,37,44,91,26,61,38
41,18,74,9,33,60,6,70,4,44,10,47,14,93,79,4,13,79,78,5
41,19,90,76,57,26,94,18,39,79,94,82,99,5,61,97,23,90,59,49
17,42,98,4,13,59,30,24,76,18,100,12,21,59,60,60,46,30,26,7
39,48,72,61,7,46,26,79,3,47,73,46,77,70,3,61,49,46,26,83
62,17,50,94,75,18,20,87,45,91,55,66,56,11,97,93,58,30,64,10
0,9,68,42,38,41,92,66,92,23,13,56,75,29,97,53,4,23,83,25
32,42,29,17,24,64,43,21,52,70,81,42,64,85,45,13,45,42,84,5
23,10,78,14,21,90,29,45,0,21,8,75,69,66,21,66,90,68,17,73
59,24,76,58,6,14,77,96,21,97,43,13,26,100,16,3,44,77,83,18
75,51,59,67,10,91,6,73,11,32,77,15,63,18,17,46,68,85,56,8
46,33,32,89,87,4,78,18,76,96,43,98,7,13,88,60,9,2,70,46
73,92,40,78,99,8,21,23,58,11,7,53,4,31,59,12,90,34,46,93
20,21,62,19,2,71,82,56,63,77,38,9,100,76,35,12,38,94,31,65
27,20,94,93,36,73,50,19,19,49,41,72,42,72,60,4,38,1,85,33
6,36,88,47,81,58,43,27,63,53,7,0,29,80,69,84,21,58,18,91
67,44,51,6,62,100,3,1,93,64,91,35,49,33,42,55,89,58,2,44
49,15,17,74,83,44,13,26,81,46,78,42,10,60,64,38,70,9,7,21
60,25,55,75,87,13,69,44,82,52,46,21,59,65,16,14,75,10,50,68
63,14,4,25,63,37,11,57,30,26,10,27,44,58,15,23,77,4,14,38
99,70,39,18,57,34,34,48,95,58,70,41,51,90,82,43,43,9,1,8
21,55,49,88,46,55,50,84,76,44,64,6,5,65,33,45,57,95,69,40
0,60,42,11,56,79,18,26,50,83,27,14,22,95,37,60,58,33,84,17
6,91,79,98,95,39,66,21,10,26,20,8,22,69,92,71,6,35,65,88
88,72,63,3,31,11,73,100,41,63,24,20,68,5,38,75,73,84,47,56
99,84,83,31,83,25,85,39,40,22,33,62,93,41,75,24,76,16,89,45
19,44,99,12,90,23,53,38,70,44,48,94,87,12,37,68,74,36,34,99
28,78,76,93,99,84,54,50,56,72,35,65,53,98,89,46,4,64,39,9
54,45,58,21,72,66,63,91,69,24,39,80,82,47,68,66,77,9,53,78
73,37,95,70,20,89,28,60,97,78,24,76,73,63,21,3,46,25,81,9
77,5,73,66,84,45,4,27,71,1,42,38,57,76,65,93,94,84,22,97
30,5,58,39,95,8,79,65,35,56,28,1,59,23,50,83,55,37,24,86
80,63,67,60,83,100,15,5,14,11,48,22,47,87,86,38,43,7,23,79
13,18,56,36,70,86,26,95,28,89,42,75,30,46,22,34,85,18,20,50
94,98,19,58,57,55,93,58,7,11,3,54,20,12,35,39,95,0,70,1
29,37,24,36,32,83,64,52,8,83,56,51,85,65,8,90,45,19,23,67
35,36,36,95,82,75,83,96,10,70,98,51,54,71,42,93,3,7,43,59
72,78,3,70,90,27,60,62,77,71,77,64,73,21,14,47,52,86,9,80
55,93,33,53,64,14,12,67,71,3,20,7,77,5,58,49,71,58,33,24
56,73,62,44,40,36,79,68,66,11,99,28,42,10,48,61,53,94,57,14
23,73,97,100,92,49,25,25,4,18,72,11,56,38,95,67,29,46,60,79
67,70,48,98,26,40,89,44,33,14,69,40,79,41,85,72,17,42,30,25
93,11,23,54,52,9,91,67,40,39,12,58,44,7,61,33,82,52,30,83
1,84,40,0,79,76,43,49,76,60,89,58,65,97,30,80,96,85,26,29
14,71,27,75,98,47,42,87,6,79,40,60,28,83,71,13,57,98,92,27
86,96,86,99,64,77,18,26,51,35,6,99,34,29,60,39,33,21,52,95
65,22,29,20,7,64,56,1,56,50,44,52,94,65,47,16,5,72,70,77
57,62,32,88,19,47,89,75,64,68,74,22,16,14,23,21,7,6,1,48
94,78,3,29,54,53,80,28,2,97,63,59,82,49,73,27,20,36,45,92
66,36,5,44,91,1,88,28,12,78,70,43,97,21,62,54,52,73,96,43
6,1,2,1,77,50,6,5,31,84,29,29,83,52,31,6,72,22,39,95
57,66,90,63,82,34,93,47,84,99,41,61,71,87,20,40,37,82,6,48
63,97,88,76,34,65,58,37,28,68,66,97,9,75,27,44,70,4,100,65
96,38,76,13,69,28,7,5,52,1,21,35,45,11,60,96,43,82,32,64
30,82,8,30,0,7,96,62,63,73,4,30,83,27,38,36,99,31,57,22
68,1,93,21,13,96,4,9,54,40,76,73,87,6,20,28,49,47,39,74
68,68,29,89,86,20,85,31,93,17,35,85,18,49,75,19,35,72,55,78
25,78,85,68,8,66,72,68,76,93,80,33,100,9,71,70,36,15,25,43
89,55,60,100,13,82,93,9,68,34,58,3,86,70,58,28,20,28,24,87
14,65,39,99,35,84,93,92,12,44,48,65,63,51,97,64,61,51,24,73
89,51,21,32,84,61,32,78,48,81,81,90,33,85,72,12,31,7,53,69
41,53,78,10,90,93,100,60,23,76,20,69,98,91,96,36,37,41,52,86
96,82,38,16,84,4,84,93,55,62,78,71,58,46,42,75,73,66,41,14
36,37,56,33,88,98,5,34,24,98,27,14,74,50,63,46,18,67,40,0
85,45,74,18,89,58,7,26,5,57,36,17,64,16,54,81,27,99,81,43
34,96,55,100,50,24,69,50,92,14,39,78,71,32,49,35,17,66,41,32
20,90,61,49,51,97,10,2,61,77,25,69,37,72,22,30,10,42,26,71
17,88,81,4,21,65,65,20,0,19,13,2,38,12,20,53,76,49,98,81
95,8,63,34,31,6,34,39,25,65,28,100,27,17,22,41,45,30,53,97
11,26,31,26,19,14,56,32,22,13,57,65,66,39,54,90,59,72,1,29
39,17,79,45,69,90,96,61,5,10,49,60,17,20,69,100,67,21,8,89
92,88,28,75,53,95,12,43,35,98,84,27,78,22,24,36,32,54,22,58
85,51,48,78,35,6,69,74,20,0,87,75,48,1,99,12,66,49,71,100
1,59,63,96,56,43,6,97,94,67,20,23,39,2,37,4,74,63,32,77
35,24,39,72,74,20,36,20,45,63,60,16,65,100,86,8,30,44,68,32
1,47,27,33,38,87,23,93,65,95,5,52,55,36,77,22,46,39,28,38
31,44,22,67,18,9,38,86,42,19,66,5,26,19,51,70,93,77,46,87
87,54,6,83,50,28,38,87,57,99,36,60,42,63,78,6,67,21,52,79
35,37,60,46,66,81,59,13,45,32,42,43,10,27,6,69,21,16,81,12
99,11,58,17,16,5,17,23,13,33,52,51,64,19,1,91,10,71,40,13
29,72,20,84,38,89,82,19,87,85,51,30,14,17,87,40,13,40,71,93
37,4,23,79,51,95,0,81,80,81,19,70,20,1,86,17,86,42,8,48
99,75,13,8,70,79,72,64,50,89,69,75,0,41,34,10,23,73,27,100
47,34,50,36,78,46,25,85,73,63,7,90,85,73,89,48,86,39,93,62
74,79,68,95,87,99,33,100,30,46,80,82,21,7,92,56,8,61,81,25
84,84,73,41,35,38,20,23,75,58,74,8,47,48,63,28,25,48,64,2
5,49,35,85,74,55,78,70,72,50,88,86,24,94,92,55,66,90,57,24
60,95,43,80,86,63,97,53,35,83,93,45,37,83,0,39,87,59,13,47
75,0,100,52,98,60,18,7,81,45,77,96,91,74,78,66,80,61,80,1
77,80,26,36,4,38,82,78,30,18,87,70,90,81,7,51,36,78,73,48
26,94,60,25,94,73,39,60,28,17,83,29,29,16,98,36,85,2,56,73
83,33,2,72,20,83,68,90,20,64,11,83,55,12,77,26,24,16,37,8
20,98,72,25,16,69,91,9,47,82,62,56,65,95,91,20,81,62,73,48
56,65,26,64,0,81,67,67,93,65,62,15,33,46,10,64,39,63,28,18
64,61,42,38,85,85,39,76,25,58,34,31,82,85,97,2,29,61,86,68
9,2,50,86,49,92,56,24,29,71,33,80,60,28,99,11,30,7,6,29
84,28,81,14,58,15,53,67,48,65,12,47,35,86,42,73,86,85,71,79
66,47,16,76,57,75,51,74,93,6,86,12,36,80,27,72,24,44,88,13
19,64,5,40,23,78,7,98,30,33,72,58,42,60,77,35,96,66,57,70
20,87,31,52,54,54,46,16,71,44,41,76,18,19,51,85,46,85,39,55
72,71,60,4,88,72,82,30,75,86,72,47,98,18,77,94,33,15,100,60
30,56,84,96,41,84,60,25,90,15,61,96,9,80,7,90,98,8,83,95
36,38,77,44,36,71,79,53,7,34,34,40,22,70,2,97,76,19,34,63
48,89,89,43,49,91,27,75,53,87,27,7,52,10,6,4,8,41,3,66
39,62,84,35,33,64,48,96,67,67,8,73,84,48,42,82,4,36,39,34
29,22,24,85,12,84,8,44,68,16,6,36,59,20,3,36,90,64,13,22
37,17,36,62,52,44,41,80,73,55,57,22,40,35,74,63,87,5,64,62
82,99,96,28,40,53,82,56,80,28,41,97,81,7,29,94,29,9,7,97
3,33,16,26,29,7,4,11,75,35,76,19,98,78,71,71,56,58,67,33
79,21,84,59,64,77,46,38,37,67,45,0,28,47,17,39,49,79,56,26
35,65,11,44,52,42,89,40,34,15,63,77,26,44,37,27,28,41,79,59
80,97,0,43,70,23,27,1,5,65,36,99,12,67,89,48,3,41,52,0
27,15,79,16,85,31,56,92,87,71,74,86,53,18,2,75,92,16,12,39
77,99,86,77,82,56,31,1,23,100,60,30,41,52,32,58,75,73,61,11
92,17,33,71,32,72,68,94,56,0,60,50,12,99,11,84,83,14,18,2
69,22,2,17,15,64,63,37,32,92,48,2,39,16,28,43,41,54,66,25
18,94,78,90,49,65,23,34,90,27,93,98,3,81,20,68,55,62,26,5
48,3,76,61,10,45,84,46,28,100,46,39,73,48,95,7,29,57,13,50
92,84,97,7,52,68,47,87,40,91,52,91,67,89,81,57,37,88,84,6
47,73,71,82,80,13,84,19,20,30,13,47,63,16,25,82,94,93,68,51
23,59,54,95,64,34,91,58,62,28,93,43,32,34,6,9,59,80,57,35
83,49,5,31,61,54,25,40,63,1,73,3,99,89,56,53,34,57,79,16
48,92,9,16,81,25,79,4,38,91,69,93,91,74,70,42,53,1,57,63
71,25,54,6,30,75,29,96,95,98,46,76,36,49,7,77,22,61,20,92
93,8,79,98,65,95,75,74,92,96,75,90,46,37,61,96,78,9,37,96
42,25,6,77,84,46,8,93,11,88,78,95,39,19,44,75,53,96,85,28
11,76,81,76,93,80,31,92,100,44,96,85,81,86,97,20,46,24,11,75
75,57,85,58,86,60,8,60,84,90,53,84,42,49,54,51,95,70,21,71
51,99,79,46,59,49,30,79,40,12,64,82,87,3,32,27,4,2,10,85
31,44,18,66,54,79,18,90,31,17,55,17,34,91,23,50,43,1,47,50
31,49,59,56,42,73,81,2,85,73,85,5,26,93,67,38,40,51,60,100
14,62,93,100,67,32,91,95,57,62,48,62,25,72,0,14,18,44,95,65
12,31,1,14,5,31,100,90,32,83,43,74,85,44,59,53,0,15,1,49
28,13,3,42,9,60,88,20,38,56,100,82,78,40,13,8,21,66,93,45
57,80,90,14,50,73,49,0,71,51,86,93,54,62,77,57,41,77,75,33
43,14,9,51,53,1,49,80,76,3,38,16,44,24,23,21,94,27,47,49
71,50,98,67,74,97,33,6,72,79,59,6,10,43,97,82,79,14,91,14
61,45,36,84,58,78,42,83,32,56,78,77,41,61,33,87,34,53,50,96
43,69,61,78,47,24,61,21,37,13,82,55,16,54,10,100,35,54,38,79
50,52,39,50,38,2,74,41,41,58,97,33,13,34,58,6,16,64,2,86
22,100,45,77,24,81,19,75,29,42,21,7,76,81,62,28,19,67,94,71
85,29,16,17,72,20,64,31,14,35,27,42,33,52,46,65,66,33,38,64
89,92,75,65,22,27,37,45,51,83,81,7,67,74,41,17,40,69,38,33
91,89,76,94,48,42,92,25,69,97,98,0,68,62,44,18,67,76,79,8
49,67,44,20,28,0,18,5,35,74,39,79,42,9,19,24,88,10,15,29
4,0,9,86,18,81,1,80,92,34,17,51,85,5,92,40,99,45,95,71
53,86,9,5,64,39,52,85,69,68,38,13,93,27,74,41,22,30,88,29
15,32,67,41,68,95,99,98,0,52,38,36,76,31,48,20,31,78,23,92
83,21,78,55,99,72,56,11,0,100,26,91,97,94,96,20,49,15,99,70
86,62,17,48,88,56,88,40,21,25,46,50,47,29,0,57,84,96,61,1
4,45,62,80,10,59,80,81,75,89,86,25,29,36,79,85,87,96,20,76
10,29,69,45,12,95,88,6,55,55,76,18,50,12,83,27,3,65,37,18
55,53,33,5,24,20,15,45,86,41,14,44,56,52,97,31,10,8,60,64
7,22,73,92,10,25,22,87,99,82,31,8,7,73,90,76,48,54,60,37
24,94,77,80,3,99,34,6,68,43,33,25,40,85,63,78,82,88,91,50
83,39,76,86,31,63,82,43,27,7,61,60,20,28,72,5,79,95,85,10
93,46,24,17,61,90,71,34,90,39,21,72,34,41,75,87,50,75,60,93
39,78,0,48,12,69,93,33,100,95,54,100,34,96,42,9,44,77,42,19
27,21,34,56,92,72,75,38,37,73,100,35,39,17,66,82,89,63,16,71
97,90,77,47,2,58,15,68,88,11,3,10,76,72,94,4,65,65,4,99
100,57,9,39,47,60,14,61,83,84,31,55,15,5,54,96,53,86,97,11
63,2,43,83,69,68,37,71,15,51,38,59,77,71,9,70,89,92,67,38
78,87,81,76,71,76,34,1,5,83,31,55,9,27,62,73,20,46,71,86
17,56,2,56,31,23,47,74,39,28,72,58,28,55,6,82,16,96,82,91
31,86,4,36,29,53,75,59,100,79,57,68,4,21,84,87,84,80,37,28
83,31,1,16,89,20,79,100,13,100,47,16,67,22,96,77,26,27,95,15
91,95,19,16,59,59,93,70,79,59,81,25,32,38,23,87,71,75,52,27
79,55,76,42,3,31,14,88,94,7,14,53,58,61,91,77,76,2,46,35
7,66,17,66,55,72,13,83,87,66,62,16,91,32,15,81,47,75,76,37
16,90,44,60,37,33,2,10,40,70,30,14,80,0,81,14,55,50,65,66
5,54,24,90,93,28,92,10,11,58,50,65,88,72,73,52,57,51,27,83
26,13,70,27,12,8,0,51,83,7,24,5,31,50,67,67,16,49,54,94
37,32,97,4,5,9,26,26,25,24,29,6,21,65,49,20,41,84,18,89
90,85,33,92,35,19,30,37,95,80,16,11,19,34,21,70,39,90,66,35
63,41,67,47,54,55,14,34,1,77,94,100,78,91,14,46,10,29,70,92
86,13,89,92,99,50,72,91,66,33,48,11,52,12,74,28,37,86,7,3
67,27,99,67,24,67,27,100,41,62,92,97,32,40,10,21,55,50,1,38
97,14,94,62,4,51,89,89,8,33,13,72,20,66,87,28,20,94,21,18
86,83,12,84,60,89,76,4,86,96,37,27,68,50,95,62,24,74,65,74
73,18,85,35,34,100,93,27,54,54,79,18,80,88,92,16,84,54,47,28
65,23,78,84,86,51,73,15,86,4,57,70,54,48,8,46,22,62,98,88
50,55,26,0,83,29,86,8,68,73,4,66,99,6,5,27,73,64,26,29
47,30,27,48,17,29,40,4,76,62,48,96,56,14,96,42,0,14,75,98
72,92,10,22,4,12,91,79,15,4,22,91,84,16,15,3,39,83,73,74
56,44,55,7,1,5,97,31,20,85,1,54,73,48,34,28,35,87,5,0
36,12,54,46,49,59,25,13,70,46,61,29,1,63,65,28,0,11,90,88
50,82,79,27,36,4,33,1,78,53,75,75,32,16,38,0,11,33,31,98
17,24,44,88,64,11,53,30,12,25,75,27,68,43,93,85,55,49,71,15
32,31,98,89,64,83,83,99,29,23,99,10,20,80,99,69,68,97,86,86
46,60,89,76,35,47,64,91,18,24,22,4,68,94,81,95,16,45,34,87
51,17,67,26,39,27,49,59,25,66,92,13,64,66,62,25,19,87,40,78
82,13,88,5,76,100,9,21,14,35,87,77,36,100,32,70,68,65,11,58
70,91,41,75,59,78,16,33,91,59,74,100,53,41,42,24,0,72,70,17
41,4,83,46,71,4,60,81,51,34,78,34,20,93,2,49,4,89,6,78
19,43,4,10,89,67,31,53,65,18,16,73,74,61,64,65,85,66,87,92
58,0,34,36,64,44,34,28,51,61,0,28,6,16,0,33,98,21,99,60
33,48,90,79,66,44,94,13,18,8,18,90,55,30,53,54,11,86,79,65
55,27,4,7,2,25,39,0,97,46,81,43,76,71,17,43,46,50,57,34
18,49,12,82,42,52,31,47,99,88,61,68,31,15,25,83,95,85,89,32
86,28,3,24,57,82,34,19,74,65,63,67,91,46,16,76,54,43,58,13
56,74,44,87,91,22,42,98,3,4,43,31,57,94,65,18,79,12,88,62
64,97,99,27,75,3,0,95,8,46,55,84,28,46,14,72,89,85,24,10
14,3,12,42,86,60,93,63,22,55,99,40,35,55,96,82,79,6,56,96
59,90,92,22,23,51,96,54,59,12,82,32,23,85,0,64,82,1,80,42
15,5,99,50,49,45,71,73,80,59,37,17,75,31,25,65,18,42,100,90
92,89,70,19,68,94,43,8,88,57,38,25,23,35,77,16,69,98,89,48
18,46,37,54,97,21,22,30,69,96,87,76,81,69,70,25,77,96,58,57
88,10,74,16,54,15,73,26,82,94,7,20,55,87,15,2,88,68,54,53
13,43,82,16,52,12,9,79,36,46,44,87,20,55,65,48,97,67,55,46
48,53,12,95,72,97,68,48,93,94,56,4,99,86,1,84,76,41,70,6
77,84,73,90,56,21,96,71,17,80,51,50,81,25,25,20,87,79,77,6
1,91,85,82,85,33,56,44,44,38,69,53,8,55,81,52,21,17,1,73
78,17,65,65,68,13,80,63,58,66,99,20,72,42,69,51,68,98,43,10
5,47,80,45,53,23,14,33,43,92,46,28,29,47,65,28,29,83,57,9
60,33,66,55,99,76,85,61,4,73,72,57,66,76,44,3,25,70,62,38
