dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10,dimension_11,dimension_12,dimension_13,dimension_14,dimension_15,dimension_16,dimension_17,dimension_18,dimension_19,dimension_20
69,52,79,77,62,65,84,13,5,46,87,97,56,54,97,99,14,24,17,73
54,33,73,8,63,7,11,56,48,44,45,56,25,58,96,6,41,13,39,28
100,7,51,2,55,88,71,100,24,95,87,91,3,93,39,38,21,79,1,43
100,2,52,12,63,90,52,81,58,83,46,10,5,7,53,99,70,36,12,16
34,41,30,39,70,37,71,53,15,16,15,88,82,0,83,8,33,8,53,90
37,92,59,37,48,30,55,69,64,100,21,77,50,40,79,89,13,27,54,65
64,68,15,44,27,13,87,19,1,44,58,76,14,35,44,37,57,38,87,23
93,71,43,71,67,33,41,92,94,53,19,15,91,67,31,21,73,63,79,54
35,98,87,29,17,3,31,9,14,56,16,88,66,48,43,69,1,78,13,18
81,12,90,51,87,14,98,51,51,23,2,2,53,47,78,28,27,89,20,82
55,89,37,52,62,35,84,60,3,59,11,48,34,96,85,94,89,67,38,68
73,4,47,96,1,31,68,7,67,31,24,38,68,75,13,34,9,24,74,17
5,47,3,20,69,91,2,61,23,22,61,73,7,29,8,89,53,98,53,39
41,76,51,63,53,25,27,34,93,30,17,90,33,44,60,6,49,81,24,73
31,63,28,57,99,78,56,72,100,5,47,9,97,29,97,34,50,90,43,13
21,49,20,16,5,64,36,53,46,69,86,85,75,86,34,39,36,34,14,61
84,47,50,85,49,83,37,37,78,15,23,63,70,21,63,72,32,25,76,34
83,8,73,52,66,2,20,90,2,51,35,24,34,87,57,31,75,17,96,9
86,78,17,52,43,7,8,31,26,9,8,45,43,42,60,97,29,76,59,88
50,11,84,5,64,2,47,72,51,26,88,38,37,11,43,69,0,81,16,20
61,96,11,11,12,99,74,93,79,84,93,29,49,83,57,27,65,17,24,60
23,98,76,54,78,24,83,21,13,18,2,51,51,16,100,85,47,68,51,91
12,40,93,88,19,76,6,18,9,9,34,46,97,70,40,81,21,28,19,54
98,97,69,87,11,76,30,8,7,79,13,84,51,53,99,19,76,91,65,61
97,98,38,57,39,86,98,76,96,55,24,6,61,95,9,29,40,22,92,39
83,49,62,26,62,32,43,36,90,98,2,71,72,37,18,53,84,6,23,66
62,23,54,25,54,40,100,54,72,74,77,96,13,63,6,84,99,0,86,93
0,56,32,98,39,83,24,85,62,89,82,68,48,73,13,77,25,1,24,47
17,21,62,24,38,61,95,29,52,20,11,88,48,86,28,43,25,52,55,50
67,48,36,16,87,73,53,38,62,77,96,79,68,28,61,64,43,71,48,60
25,44,44,15,71,72,80,38,73,17,58,3,80,70,30,34,39,35,70,58
56,96,88,2,8,82,45,83,89,39,5,1,37,72,50,72,91,84,58,44
99,3,48,10,88,71,29,54,50,5,18,75,80,98,42,98,12,94,100,4
74,72,85,80,64,73,42,31,58,45,6,87,3,44,16,10,49,62,55,61
67,21,13,18,55,49,11,46,24,41,82,0,13,0,45,45,19,17,87,39
10,86,67,2,79,19,91,48,34,80,84,1,44,83,73,81,30,83,10,31
85,71,67,63,8,6,33,20,79,73,50,85,83,72,36,59,94,72,33,27
96,2,85,96,77,24,43,77,91,65,40,92,40,97,11,3,21,4,71,83
60,10,54,99,60,10,17,89,39,58,16,22,19,36,73,2,99,81,53,90
27,45,41,50,41,34,58,12,96,10,39,30,80,18,27,61,91,84,84,72
96,36,12,1,36,97,83,52,93,97,70,84,3,39,50,48,56,93,83,60
49,3,91,21,71,58,11,70,75,61,44,18,69,72,81,51,33,88,87,43
21,26,74,82,78,66,19,49,64,71,81,70,82,2,91,46,46,27,38,27
95,37,71,96,34,26,71,84,25,42,29,54,11,16,10,37,24,28,31,40
61,41,46,79,28,96,75,56,19,88,49,39,36,87,25,47,94,56,20,41
62,37,22,69,70,8,86,9,0,20,62,29,1,27,15,19,63,67,51,35
9,64,10,42,49,2,42,93,70,21,33,61,99,73,78,28,30,44,1,75
78,0,97,52,11,3,45,49,90,97,19,39,53,41,38,43,52,9,84,47
27,98,71,96,5,86,11,7,96,52,44,73,60,78,93,90,98,34,32,30
36,79,73,81,45,17,67,10,41,39,44,93,45,61,26,97,88,92,92,15
89,81,42,88,94,98,42,54,29,58,89,72,70,55,32,99,71,94,35,74
88,13,20,72,74,94,77,89,6,93,49,62,1,49,42,61,50,34,25,25
23,23,86,48,37,21,67,82,71,84,12,75,78,86,91,18,77,91,75,27
36,39,69,89,53,18,13,97,10,76,2,89,49,15,29,54,12,82,41,32
33,56,4,81,65,36,58,74,10,63,1,79,42,43,49,34,34,91,22,95
49,36,76,82,30,78,0,84,77,58,3,69,69,6,87,70,40,40,42,82
85,48,69,17,86,77,59,41,70,56,85,64,75,61,64,58,77,66,65,91
38,86,92,21,66,33,26,35,46,68,1,92,81,93,34,29,18,29,13,53
35,75,55,62,51,89,52,8,54,21,96,42,81,49,28,14,49,97,44,8
29,12,80,31,40,29,61,74,61,11,29,26,6,15,58,11,85,77,45,92
74,57,34,52,46,82,57,46,9,15,57,44,5,12,57,45,6,94,73,91
94,78,32,18,34,100,71,25,91,87,67,46,73,2,30,21,35,25,92,31
69,94,80,81,6,77,15,10,86,66,44,28,12,40,29,35,15,70,16,87
47,58,53,72,25,65,82,70,84,30,11,9,15,6,84,0,72,11,69,36
22,4,91,46,15,17,98,93,36,84,23,90,70,21,89,73,38,43,60,54
29,29,48,90,8,49,74,6,84,43,27,27,94,14,7,90,9,40,66,67
82,52,11,32,26,4,31,9,95,15,33,0,64,80,26,65,36,75,46,61
67,100,50,4,16,4,7,18,43,9,57,71,92,9,39,26,56,10,35,7
73,82,85,81,1,77,77,72,8,32,98,96,90,88,88,28,67,51,72,88
22,66,81,30,31,68,6,25,65,82,2,10,99,34,96,45,45,34,97,94
98,58,81,74,98,89,9,19,19,41,62,48,45,36,14,17,38,49,21,67
33,98,99,32,89,33,37,54,80,55,43,49,12,45,29,27,86,13,62,30
83,21,58,67,5,0,10,87,25,58,79,6,67,31,48,11,65,0,33,34
96,42,70,30,10,84,95,22,36,53,24,74,13,51,8,75,8,45,17,52
69,25,39,60,12,42,45,100,57,86,68,6,25,96,74,25,99,26,55,49
27,83,0,43,2,90,63,99,48,19,57,7,31,66,27,64,7,67,18,53
57,36,11,25,33,50,50,14,16,38,75,59,87,81,4,15,100,75,38,91
2,50,99,82,2,60,14,90,30,83,39,24,90,48,55,16,71,19,4,99
30,3,98,28,22,14,100,70,97,79,97,77,63,46,55,60,4,34,67,57
24,51,77,17,55,64,82,33,44,48,87,17,6,51,78,61,28,97,82,46
7,57,94,53,24,37,29,19,17,46,76,85,54,82,68,45,27,86,37,48
73,84,80,86,91,72,27,93,70,97,89,67,71,9,5,53,32,69,72,37
18,2,53,3,89,3,98,58,10,8,29,9,29,86,49,5,35,32,36,54
77,85,83,45,100,62,34,5,78,8,54,22,97,84,62,50,10,71,23,26
4,100,84,98,86,38,10,96,36,66,65,27,54,88,29,69,84,8,37,43
38,83,39,31,89,11,92,33,67,40,99,98,38,92,38,47,3,86,85,35
49,68,25,73,50,26,66,32,84,57,85,69,47,37,29,21,74,84,45,54
97,78,68,7,40,75,65,96,58,55,19,95,26,21,91,44,91,82,25,10
54,96,90,72,42,48,15,27,65,29,51,87,74,20,52,84,26,42,53,34
34,84,13,25,45,52,71,70,17,70,9,80,72,32,84,68,16,68,47,37
28,66,19,87,33,4,0,65,100,55,41,16,14,44,12,77,99,72,100,5
15,77,0,36,6,11,84,60,87,94,61,22,32,86,39,48,99,26,22,89
73,64,8,63,17,10,41,38,93,40,68,96,76,18,2,29,52,42,80,48
44,79,50,28,89,51,72,22,97,56,9,83,50,20,76,67,57,89,0,14
7,38,100,71,47,2,59,55,54,31,29,42,67,33,92,42,56,55,59,0
65,87,41,2,56,94,15,94,1,10,44,31,76,90,67,49,26,41,19,53
81,41,6,20,98,9,93,38,56,58,79,98,3,51,21,1,88,15,88,51
45,25,94,78,74,77,90,16,64,9,48,17,0,41,67,8,28,72,95,54
76,37,2,81,8,6,11,59,57,41,77,90,14,31,79,3,66,74,29,21
1,77,83,88,68,2,87,6,64,52,85,19,54,31,75,31,91,38,59,78
8,24,15,20,13,39,50,64,19,15,81,89,60,100,30,58,31,44,86,27
61,70,62,6,80,46,90,8,72,4,24,25,29,33,89,7,11,27,6,42
93,40,52,79,37,10,5,39,35,52,83,4,70,44,45,58,86,68,14,44
7,79,41,51,65,49,79,59,18,30,35,57,38,52,56,93,85,2,85,74
8,12,61,48,83,22,100,91,0,1,2,42,87,31,51,57,33,61,66,69
30,87,82,56,96,22,30,5,39,21,30,80,8,73,28,9,75,52,97,95
63,56,5,11,18,46,93,81,6,82,95,17,86,42,23,43,17,85,84,48
45,47,56,97,74,11,82,11,19,63,42,20,41,18,79,68,50,51,74,86
31,44,51,18,32,65,97,74,55,73,66,35,14,33,83,55,91,9,19,29
44,77,67,77,88,10,8,33,23,51,40,56,43,47,4,9,60,6,86,40
81,45,21,19,99,96,16,55,4,6,5,76,91,88,79,98,49,40,62,3
26,14,86,15,25,12,23,91,28,81,85,94,25,58,83,8,46,82,40,79
89,51,52,99,59,23,74,48,71,72,40,62,52,40,48,81,68,8,18,44
86,27,79,42,95,48,35,19,100,95,90,10,73,90,89,64,71,61,46,98
31,84,76,89,49,9,79,17,81,37,43,35,27,89,47,46,15,79,73,73
51,66,9,93,22,59,55,12,58,14,80,65,29,17,89,3,37,49,82,69
32,62,40,68,32,84,88,18,57,8,9,28,81,66,23,15,20,66,43,66
20,70,3,95,6,62,4,24,15,58,88,63,23,81,70,78,23,70,96,19
29,58,61,38,98,83,40,3,84,94,67,64,56,79,27,69,63,78,56,74
96,16,95,73,59,56,61,98,39,44,35,2,4,44,32,16,33,49,19,42
65,1,88,13,88,75,68,11,52,39,52,93,36,66,15,61,3,100,86,27
73,77,8,61,53,77,2,46,24,25,9,77,23,8,77,3,49,69,87,86
55,80,72,36,4,56,15,31,14,27,24,98,100,74,66,83,53,8,84,42
38,56,9,100,100,73,97,88,31,79,35,31,70,60,99,87,49,52,43,94
59,61,31,79,12,90,11,34,55,88,0,93,51,65,81,27,40,14,20,47
66,14,43,98,20,9,96,62,11,42,31,53,76,83,24,45,27,93,22,37
31,56,100,79,60,44,89,78,32,76,82,11,49,87,82,72,53,53,50,44
71,78,28,43,75,60,64,6,88,41,43,64,77,16,32,19,96,39,62,85
83,51,65,47,28,27,13,43,91,59,34,51,84,2,80,12,20,40,42,65
90,100,54,76,58,67,37,7,75,3,54,99,17,94,62,45,76,62,56,79
48,57,32,36,48,97,91,88,51,34,28,57,91,83,43,33,67,17,14,59
30,12,32,23,47,60,86,78,56,69,48,54,65,12,78,5,11,50,8,85
44,50,71,45,94,28,45,59,63,46,93,43,95,85,17,36,8,5,87,43
30,34,57,61,13,35,90,77,18,9,18,27,32,13,31,92,94,48,23,99
66,86,80,51,59,100,39,16,96,64,93,16,27,1,38,80,24,70,22,35
82,24,37,15,96,63,1,27,6,41,4,55,100,26,16,36,91,6,14,93
43,20,65,79,76,43,53,86,31,91,33,35,56,21,48,56,79,78,63,36
0,26,98,76,40,77,49,20,26,18,69,55,62,38,13,74,67,85,40,30
67,91,41,20,49,12,71,60,21,100,94,64,88,15,41,66,45,100,75,32
8,76,7,23,23,58,36,5,41,89,54,56,5,5,12,100,26,30,30,26
50,90,100,67,2,28,24,3,89,36,100,11,48,63,34,29,35,43,55,14
62,53,7,71,74,76,16,24,86,41,58,37,11,41,93,50,20,3,60,61
60,85,0,85,23,5,67,17,23,39,42,16,79,15,84,26,2,58,66,26
64,7,30,22,5,64,91,93,97,33,15,21,61,92,0,78,33,75,47,38
44,19,82,75,43,44,80,33,46,49,0,8,55,68,19,59,34,80,47,33
9,36,67,10,96,0,45,89,33,7,3,10,31,60,88,10,87,72,41,89
78,5,79,53,76,14,64,34,92,13,20,93,98,8,77,96,50,56,52,51
0,68,23,60,64,71,49,49,63,75,35,89,37,64,83,10,30,77,46,74
70,11,15,25,63,9,11,40,59,31,30,29,1,70,8,21,6,59,21,29
38,93,68,17,34,51,52,32,11,36,52,49,36,8,16,79,44,30,0,54
0,65,36,52,41,36,51,17,77,97,24,99,34,23,77,19,41,5,24,46
2,23,12,1,35,91,12,87,75,94,68,47,64,87,2,34,39,59,98,61
40,7,22,88,42,30,7,20,2,26,66,73,71,36,1,92,3,57,88,95
26,80,87,7,8,92,60,31,15,27,96,53,9,77,96,57,16,2,45,67
70,18,97,15,22,46,45,35,65,81,46,29,5,64,20,47,52,70,31,60
29,55,64,7,14,39,25,9,67,58,16,11,97,30,94,46,60,58,20,44
5,15,84,20,19,26,54,89,59,30,21,70,10,89,8,85,16,46,28,64
80,66,19,54,80,8,66,89,22,99,77,12,53,51,77,76,43,67,70,1
72,33,17,4,22,63,88,81,80,57,5,6,96,86,77,10,90,31,93,34
19,29,59,2,46,1,25,71,58,81,54,43,1,20,18,84,98,34,9,28
3,76,35,70,20,29,79,69,52,18,61,22,97,94,95,95,2,53,41,39
76,20,76,92,9,18,24,0,62,79,17,57,5,51,35,72,90,71,26,71
8,93,0,28,6,41,91,47,12,58,38,22,72,24,31,2,61,50,78,0
65,54,57,26,57,51,75,62,28,46,26,50,61,63,38,64,49,85,46,79
77,84,50,64,0,25,40,95,25,7,37,18,53,74,14,28,46,42,60,15
9,76,57,14,83,8,24,36,7,84,13,81,16,77,20,47,2,67,82,10
9,30,5,7,99,88,90,32,76,37,38,37,91,18,30,51,84,56,30,69
60,80,82,90,84,72,23,65,99,81,74,77,82,89,10,29,25,1,40,74
55,20,4,25,31,2,5,38,93,98,96,71,10,10,8,20,81,11,41,45
93,44,69,95,87,49,45,18,85,92,54,63,77,66,45,63,1,82,86,91
48,31,18,25,46,14,99,69,80,49,70,19,14,63,98,70,25,3,39,100
85,54,73,25,39,65,3,80,57,58,61,58,92,6,77,6,56,42,91,0
19,36,65,52,82,31,83,14,59,24,22,1,37,20,53,9,21,43,95,26
53,41,34,87,1,94,42,19,93,51,66,87,47,62,21,37,97,12,49,65
76,14,25,4,86,88,60,79,43,49,6,92,69,74,14,29,46,28,32,36
40,42,34,98,73,40,81,76,52,57,85,31,37,47,98,55,41,1,15,41
31,73,21,33,73,30,30,44,9,23,44,48,19,3,27,0,26,29,78,100
27,28,43,27,3,19,10,77,13,93,48,5,100,28,38,91,64,53,54,75
12,74,42,8,79,23,34,46,15,24,7,56,5,78,60,80,3,13,40,37
47,44,42,93,81,72,95,92,35,55,56,94,27,14,26,3,13,18,64,46
69,69,75,60,58,53,9,61,75,75,98,6,67,79,39,49,65,20,27,22
96,19,22,5,60,35,39,25,97,30,90,98,41,22,80,53,25,75,32,66
5,40,13,93,31,56,50,70,35,17,25,45,46,52,58,40,24,2,22,1
34,75,14,57,13,2,82,60,98,48,78,12,64,1,52,51,10,38,86,53
16,3,56,89,55,63,9,84,77,49,100,93,100,63,84,2,8,80,5,18
76,71,27,46,100,20,21,60,24,89,59,49,40,7,51,28,69,14,57,51
11,17,31,61,49,33,25,71,76,63,71,18,9,92,66,100,92,34,11,100
82,100,14,81,46,76,0,1,20,89,33,3,42,22,64,91,59,91,32,25
62,69,8,66,6,83,94,88,27,39,8,53,65,26,7,92,86,14,57,87
53,6,1,88,57,97,71,97,8,86,34,29,36,29,37,21,99,65,74,18
23,3,83,89,71,89,18,37,52,24,7,50,24,46,56,88,54,10,82,75
12,31,94,13,57,89,1,0,56,100,54,34,79,25,21,50,54,63,23,27
56,89,86,72,4,27,23,8,47,46,81,63,80,94,47,9,37,37,100,30
12,65,98,58,68,19,7,5,58,48,48,4,33,34,34,100,10,9,81,85
83,85,98,90,44,75,32,72,7,21,50,49,8,38,21,87,56,51,45,28
63,11,2,38,31,73,70,57,20,88,41,35,61,96,98,16,97,64,93,50
47,28,79,100,58,79,77,83,16,69,31,92,54,89,27,36,69,88,4,21
4,65,72,53,65,98,51,13,81,5,97,95,31,61,82,71,71,66,73,30
94,79,34,76,80,72,9,0,2,70,25,36,0,83,41,45,52,92,90,14
37,20,37,1,15,70,65,93,31,61,13,0,100,97,75,50,53,60,89,93
36,54,100,59,48,63,47,93,74,46,86,20,14,10,96,1,70,43,74,23
79,84,37,9,50,80,50,91,91,72,87,70,70,3,23,31,42,92,37,19
75,34,75,51,63,49,98,61,37,12,93,23,98,97,54,71,20,30,86,27
98,14,93,51,55,98,44,71,53,96,64,56,36,54,47,56,86,71,100,67
22,91,23,5,42,34,36,91,70,25,11,1,76,50,86,44,23,29,34,63
94,92,58,16,12,70,81,99,20,43,78,85,47,89,93,30,64,31,18,53
83,48,40,40,9,66,61,38,95,45,41,41,49,22,83,50,17,5,66,66
61,37,3,68,92,4,87,93,31,67,27,86,9,79,55,47,70,68,22,16
79,47,53,62,46,98,58,47,75,26,90,73,48,37,69,66,14,50,99,65
39,16,57,52,57,97,20,30,28,28,72,87,17,49,98,2,51,27,62,58
48,87,31,22,63,24,34,99,90,63,84,6,66,97,48,52,92,67,28,14
90,51,76,43,22,27,38,42,50,11,47,0,86,46,86,83,98,40,25,5
57,93,46,87,70,35,12,76,54,45,47,74,17,58,58,22,94,47,1,3
40,51,96,95,8,33,36,91,62,60,4,30,45,67,50,26,53,56,99,11
32,49,9,12,85,74,1,65,72,59,80,81,65,72,43,89,42,42,28,34
61,62,100,90,84,36,72,15,12,35,16,22,8,22,43,15,42,45,81,73
48,88,85,5,76,94,56,87,50,93,62,59,95,31,14,88,89,36,12,17
31,93,48,16,72,2,49,77,41,97,37,74,3,83,75,11,68,90,2,80
47,32,72,59,67,39,61,11,96,45,28,62,73,31,87,82,100,0,93,99
95,37,25,40,22,80,51,80,65,67,13,3,17,32,59,72,12,93,78,77
54,11,28,82,100,64,41,100,26,33,79,73,22,10,45,17,99,96,10,76
8,78,54,84,80,10,84,63,15,95,100,28,82,84,77,53,77,17,95,30
0,67,12,68,86,87,11,66,26,98,42,19,26,72,49,89,80,47,49,9
46,13,41,80,55,80,13,40,16,80,93,86,76,3,21,68,2,7,97,49
80,53,42,41,44,6,27,61,45,88,27,3,94,42,93,54,96,33,75,97
8,69,90,14,34,76,59,83,88,76,80,80,24,18,21,70,52,51,80,74
28,17,30,74,81,95,58,42,21,17,96,15,45,10,40,63,23,40,18,8
55,19,87,0,12,80,54,63,34,13,85,4,15,94,3,1,74,50,25,93
79,99,90,85,64,21,2,87,46,80,69,6,57,2,41,30,51,65,83,9
42,16,33,76,89,33,59,97,98,53,60,29,39,69,37,40,50,74,88,3
99,38,41,94,72,54,12,12,39,33,42,31,27,57,58,78,97,55,33,59
2,44,74,33,98,49,49,63,42,6,96,80,95,12,2,13,60,80,100,86
23,15,7,66,13,1,51,56,11,69,54,49,76,99,0,8,68,52,54,44
28,71,83,83,41,67,31,25,73,74,93,34,18,50,26,56,77,99,6,49
9,5,90,33,64,35,62,75,16,11,64,79,17,17,24,51,33,73,62,23
51,45,32,1,75,90,87,80,30,84,5,77,13,10,79,76,27,78,21,13
43,0,3,83,89,46,65,88,42,0,84,40,13,4,67,55,86,86,54,19
64,32,11,97,19,5,56,96,24,99,8,26,39,7,95,11,26,14,87,23
2,63,45,8,43,13,18,43,46,49,98,74,59,87,4,71,58,4,82,64
71,56,81,14,45,49,55,7,54,15,58,76,4,52,64,8,24,19,79,8
28,20,81,62,7,61,70,78,42,37,85,96,9,46,28,77,41,17,0,93
19,10,96,66,46,8,61,27,96,98,97,30,49,63,3,63,20,23,25,68
52,71,65,92,94,29,56,17,45,93,29,30,9,85,90,54,12,15,37,49
10,74,90,57,39,43,65,14,67,78,87,88,3,86,35,27,38,27,7,18
65,75,86,16,28,93,31,52,23,28,44,83,24,38,67,55,57,58,25,29
56,32,92,49,20,76,83,43,79,62,62,96,68,13,19,61,18,94,28,53
77,93,91,20,14,37,6,65,46,44,84,26,79,80,84,18,57,70,75,61
98,34,18,50,21,79,70,57,59,79,81,14,83,78,25,48,57,57,84,36
12,39,70,6,18,34,3,31,0,93,32,75,0,59,47,43,19,35,94,87
97,9,27,27,75,8,91,75,96,78,49,23,5,12,70,34,51,65,37,5
12,12,3,28,46,66,95,34,17,46,81,5,32,78,57,87,1,35,61,73
2,42,72,82,26,60,99,90,49,7,62,3,45,96,62,80,52,99,66,10
22,40,31,63,89,76,20,96,36,68,30,64,57,83,57,74,10,7,91,39
91,62,81,30,50,47,99,49,58,9,17,6,9,47,45,22,91,53,9,40
28,55,79,82,39,26,61,64,87,50,27,96,91,79,29,72,1,8,28,64
21,67,38,93,87,31,44,46,49,29,88,82,95,60,32,52,3,51,99,68
64,53,74,68,55,26,38,51,42,59,10,26,74,37,28,4,6,24,91,71
16,58,40,92,66,39,13,94,70,63,6,83,65,19,20,96,7,58,18,34
77,41,41,37,34,39,57,72,98,36,91,34,62,11,96,41,26,20,49,93
25,13,87,22,9,39,19,62,59,13,75,51,41,95,72,10,93,56,35,35
35,35,58,10,25,46,52,64,17,59,95,22,20,20,52,54,78,89,83,92
54,31,14,79,14,80,41,16,9,96,74,10,48,99,9,99,33,95,13,17
49,48,33,20,37,43,25,34,11,79,47,35,0,25,54,72,45,53,37,45
56,91,1,44,88,39,46,58,52,90,69,50,35,94,65,6,34,48,58,57
66,16,21,35,20,13,72,50,83,23,80,3,99,54,32,38,9,6,6,45
92,89,58,7,85,90,82,5,31,37,76,2,60,77,12,94,26,58,30,61
42,36,45,70,41,79,28,38,34,57,62,80,90,71,82,34,17,92,52,69
89,86,65,78,4,52,74,85,61,65,12,3,43,19,43,76,54,12,41,63
41,58,33,77,51,85,98,44,15,58,65,40,53,33,96,84,56,18,18,84
31,80,86,77,54,2,85,98,28,30,55,63,73,52,76,12,74,27,54,91
9,86,15,1,47,27,5,74,23,41,71,32,32,45,75,87,32,54,91,63
97,36,18,47,53,32,72,2,45,70,84,18,43,57,20,23,63,24,34,20
34,62,32,72,5,93,95,2,85,14,2,84,6,27,78,58,49,86,56,45
36,66,6,47,45,79,94,13,19,27,13,10,32,3,90,22,8,84,81,19
51,27,2,45,41,26,35,100,31,58,83,82,15,9,62,2,69,78,15,3
21,88,88,94,90,28,92,0,50,46,60,94,62,52,85,49,90,66,89,72
37,74,64,59,57,30,75,4,63,52,56,11,13,74,31,61,48,95,88,63
42,26,26,5,22,17,88,86,69,53,44,53,9,61,62,83,52,35,65,61
57,86,17,30,77,92,31,17,64,62,63,61,85,86,78,55,35,46,75,42
2,35,20,47,95,0,70,0,19,100,48,80,34,54,43,28,87,68,62,94
80,36,26,83,34,53,29,50,45,76,94,75,66,41,0,72,88,13,16,76
19,13,17,20,41,72,64,92,0,44,25,76,67,87,75,97,94,67,74,33
46,30,82,3,19,22,3,89,2,74,57,7,45,37,85,55,1,55,98,49
7,45,41,78,96,24,93,90,48,43,4,77,4,11,79,77,62,94,24,46
27,58,68,15,99,33,9,92,28,88,68,1,52,26,4,91,31,10,83,23
26,41,31,40,14,8,49,1,89,22,63,47,61,95,42,69,77,68,67,19
30,77,88,91,99,95,65,10,0,18,35,20,89,8,82,1,73,55,85,88
8,56,63,48,27,51,80,80,32,18,25,40,69,12,71,16,43,25,10,12
44,67,90,22,86,75,5,37,12,19,2,73,13,83,0,95,46,21,75,76
13,85,66,86,76,95,28,9,97,60,40,85,53,59,80,19,38,78,36,29
76,68,29,17,20,82,23,43,35,58,83,75,56,49,25,89,11,52,27,55
58,13,41,84,59,14,55,83,19,53,76,94,48,63,90,72,1,100,19,42
25,82,37,55,28,66,77,36,21,49,93,67,25,78,9,42,31,93,86,64
91,55,61,37,11,59,100,29,87,63,29,23,2,12,72,76,99,24,94,68
20,52,27,59,21,8,28,10,74,91,48,79,41,29,3,44,13,85,26,99
25,2,10,54,4,34,6,50,57,11,94,51,36,53,30,52,17,1,49,32
35,29,12,34,90,77,34,20,39,3,30,77,6,54,65,60,85,36,55,22
0,71,26,68,86,69,83,27,94,9,68,15,39,10,10,76,3,30,26,98
8,37,1,3,28,40,38,96,60,42,48,27,20,31,65,23,73,85,3,71
97,50,77,50,62,95,99,3,83,22,66,76,21,12,87,74,16,68,100,25
92,4,78,7,87,36,7,11,91,7,84,9,45,2,88,62,55,13,14,39
30,87,51,11,77,64,74,42,74,60,13,92,62,84,42,16,34,2,9,89
71,12,17,19,8,85,19,80,6,9,5,60,30,42,36,89,66,79,56,25
78,23,72,10,29,96,67,28,6,54,43,96,59,99,86,56,40,50,25,1
74,57,61,21,52,2,54,43,87,100,3,43,11,67,12,46,48,65,90,73
2,15,41,44,93,1,55,58,21,57,83,1,55,43,64,75,55,3,1,33
72,94,55,30,66,2,6,8,84,18,5,69,63,50,22,1,45,41,21,77
59,58,38,81,67,76,6,55,33,87,2,37,15,30,18,58,96,40,94,30
14,25,94,10,90,40,68,1,97,39,46,79,51,3,64,4,40,89,69,89
79,33,36,61,21,90,87,6,12,55,76,7,61,0,31,75,89,78,78,56
80,11,60,35,19,51,24,48,58,79,44,38,83,20,68,47,7,71,84,20
59,17,75,67,65,9,12,51,92,18,15,20,37,22,98,42,26,12,82,44
12,62,16,9,96,85,80,41,20,64,0,78,33,95,75,52,42,78,9,37
51,62,63,52,57,18,7,58,99,49,35,75,0,91,20,79,99,44,8,45
92,43,81,23,80,12,64,89,53,43,85,37,25,2,77,46,100,12,24,79
29,48,81,28,77,47,95,58,19,20,33,14,77,34,94,47,67,48,12,73
66,2,37,99,25,94,49,13,100,14,12,45,100,19,22,3,99,77,89,41
94,89,6,41,56,75,58,44,49,44,74,50,56,80,94,97,26,50,58,22
3,78,20,45,49,38,35,39,29,57,24,4,73,0,32,48,44,4,86,14
16,99,91,54,32,70,17,14,5,45,39,100,11,4,12,16,63,68,90,26
63,26,68,21,15,96,26,30,89,56,3,47,55,2,45,62,92,29,65,80
22,96,1,17,60,42,50,14,5,77,26,44,91,47,7,41,48,51,23,33
19,26,49,96,0,55,33,26,13,3,86,93,95,90,77,96,65,82,95,55
78,13,94,95,91,11,13,66,46,1,5,64,16,85,61,93,48,73,20,53
88,60,9,84,92,8,65,56,1,79,83,60,66,80,41,36,25,43,72,65
20,93,40,36,74,39,27,93,73,81,66,15,58,56,38,85,70,69,91,98
9,75,18,47,59,51,25,45,54,84,13,65,59,100,96,84,87,23,55,96
31,92,46,13,49,19,64,99,11,81,100,34,18,91,74,71,89,12,19,48
65,33,47,86,3,94,78,5,80,10,17,2,15,10,29,47,65,73,64,31
16,85,91,92,3,67,43,54,60,83,98,91,4,96,39,36,63,58,63,44
41,23,85,36,57,72,6,89,2,19,58,6,56,68,92,78,31,84,63,59
12,20,41,30,62,86,17,88,32,70,51,84,4,61,41,91,67,38,88,14
80,8,4,12,27,75,90,19,40,33,38,63,71,77,97,3,92,27,97,63
35,93,20,33,86,70,10,55,13,77,68,65,80,57,20,36,23,54,25,50
44,68,55,19,49,49,39,15,98,41,54,44,67,41,30,13,9,15,26,70
3,17,67,6,35,71,71,91,52,64,83,60,52,31,50,36,78,21,76,94
14,46,20,27,13,60,88,44,54,17,26,47,90,95,60,30,91,60,10,39
44,75,83,39,100,81,6,6,42,79,61,15,74,39,78,12,23,22,57,91
9,86,61,23,24,25,93,87,70,88,82,94,56,88,19,64,90,49,29,33
83,56,89,75,94,59,33,70,64,24,58,61,76,4,35,26,21,36,37,96
70,64,77,48,100,18,57,69,96,41,67,34,92,10,21,86,81,63,81,77
98,78,58,20,55,88,11,69,9,35,66,1,84,45,37,91,53,41,96,18
90,88,31,6,99,82,16,85,47,58,38,64,70,81,50,37,23,15,28,27
40,91,25,32,12,15,98,43,19,22,42,20,86,68,55,61,61,23,53,61
62,58,71,84,93,94,20,25,63,4,38,69,3,73,48,28,55,99,86,10
63,98,17,89,61,43,38,91,53,76,85,38,40,63,32,86,63,17,59,83
71,74,82,44,77,97,68,31,43,95,25,86,81,83,35,83,36,96,65,21
